Generation	Pokedex#	Name	Category	Type 1	Type 2	Ability 1	Ability 2	Ability 3	MaleRatio	FemaleRatio	Height (m)	Weight (kg)	EggGroup 1	EggGroup 2	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Total	Group
6	710	Pumpkaboo	Pumpkin Pokemon	Ghost	Grass	Pickup	Insomnia	Frisk	50	50	0.3	3.5	Amorphous	None	59	66	70	44	55	41	335	Ordinary
6	711	Gourgeist	Pumpkin Pokemon	Ghost	Grass	Pickup	Insomnia	Frisk	50	50	0.7	9.5	Amorphous	None	85	100	122	58	75	54	494	Ordinary
6	712	Bergmite	Ice Chunk Pokemon	Ice	None	Own Tempo	Sturdy	Ice Body	50	50	1.0	99.5	Monster	None	55	69	85	32	35	28	304	Ordinary
6	713	Avalugg	Iceberg Pokemon	Ice	None	Own Tempo	Sturdy	Ice Body	50	50	2.0	505.0	Monster	None	95	117	184	44	46	28	514	Ordinary
6	714	Noibat	Sound Wave Pokemon	Flying	Dragon	Infiltrator	Telepathy	Frisk	50	50	0.5	8.0	Flying	None	40	30	35	45	40	55	245	Ordinary
6	715	Noivern	Sound Wave Pokemon	Flying	Dragon	Infiltrator	Telepathy	Frisk	50	50	1.5	85.0	Flying	None	85	70	80	97	80	123	535	Ordinary
6	716	Xerneas	Life Pokemon	Fairy	None	Fairy Aura	None	None	0	0	3.0	215.0	Undiscovered	None	126	131	95	131	98	99	680	Legendary
6	717	Yveltal	Destruction Pokemon	Dark	Flying	Dark Aura	None	None	0	0	5.8	203.0	Undiscovered	None	126	131	95	131	98	99	680	Legendary
6	718	Zygarde 50% Form	Order Pokemon	Dragon	Ground	Power Construct	Aura Break	None	0	0	5.0	305.0	Undiscovered	None	108.0	100	121	81.0	95	95.0	600	Legendary
6	718	Zygarde 10% Form	Order Pokemon	Dragon	Ground	Power Construct	Aura Break	None	0	0	5.0	305.0	Undiscovered	None	54.0	100	71.0	61.0	85.0	115.0	486	Legendary
6	718	Zygarde Complete Form	Order Pokemon	Dragon	Ground	Power Construct	None	None	0	0	5.0	305.0	Undiscovered	None	216	100	121	91	95	85	708	Legendary
6	719	Diancie	Jewel Pokemon	Rock	Fairy	Clear Body	None	None	0	0	0.7	8.8	Undiscovered	None	50	100	150	100	150	50	600	Legendary
6	719	Mega Diancie	Jewel Pokemon	Rock	Fairy	Magic Bounce	None	None	0	0	0.7	8.8	Undiscovered	None	50	160	110	160	110	110	700	Legendary
6	720	Hoopa Unbound	Mischief Pokemon Djinn Pokemon	Psychic	Dark	Magician	None	None	0	0	0.5	9.0	Undiscovered	None	80	160	60	170	130	80	680	Legendary
6	720	Hoopa Confined	Mischief Pokemon Djinn Pokemon	Psychic	Ghost	Magician	None	None	0	0	0.5	9.0	Undiscovered	None	80	110	60	150	130	70	600	Legendary
6	721	Volcanion	Steam Pokemon	Fire	Water	Water Absorb	None	None	0	0	1.7	195.0	Undiscovered	None	80	110	120	130	90	70	600	Legendary
7	722	Rowlet	Grass Quill Pokemon	Grass	Flying	Long Reach	Overgrow	None	87.5	12.5	0.3	1.5	Flying	None	68	55	55	50	50	42	320	Ordinary
7	723	Dartrix	Blade Quill Pokemon	Grass	Flying	Long Reach	Overgrow	None	87.5	12.5	0.7	16.0	Flying	None	78	75	75	70	70	52	420	Ordinary
7	724	Decidueye	Arrow Quill Pokemon	Grass	Ghost	Long Reach	Overgrow	None	87.5	12.5	1.6	36.6	Flying	None	78	107	75	100	100	70	530	Ordinary
7	725	Litten	Fire Cat Pokemon	Fire	None	Intimidate	Blaze	None	87.5	12.5	0.4	4.3	Field	None	45	65	40	60	40	70	320	Ordinary
7	726	Torracat	Fire Cat Pokemon	Fire	None	Intimidate	Blaze	None	87.5	12.5	0.7	25.0	Field	None	65	85	50	80	50	90	420	Ordinary
7	727	Incineroar	Heel Pokemon	Fire	Dark	Intimidate	Blaze	None	87.5	12.5	1.8	83.0	Field	None	95	115	90	80	90	60	530	Ordinary
7	728	Popplio	Sea Lion Pokemon	Water	None	Torrent	Liquid Voice	None	87.5	12.5	0.4	7.5	Field	Water 1	50	54	54	66	56	40	320	Ordinary
7	729	Brionne	Pop Star Pokemon	Water	None	Torrent	Liquid Voice	None	87.5	12.5	0.6	17.5	Field	Water 1	60	69	69	91	81	50	420	Ordinary
7	730	Primarina	Soloist Pokemon	Water	Fairy	Torrent	Liquid Voice	None	87.5	12.5	1.8	44.0	Field	Water 1	80	74	74	126	116	60	530	Ordinary
7	731	Pikipek	Woodpecker Pokemon	Normal	Flying	Keen Eye	Skill Link	Pickup	50	50	0.3	1.2	Flying	None	35	75	30	30	30	65	265	Ordinary
7	732	Trumbeak	Bugle Beak Pokemon	Normal	Flying	Keen Eye	Skill Link	Pickup	50	50	0.6	14.8	Flying	None	55	85	50	40	50	75	355	Ordinary
7	733	Toucannon	Cannon Pokemon	Normal	Flying	Keen Eye	Skill Link	Sheer Force	50	50	1.1	26.0	Flying	None	80	120	75	75	75	60	485	Ordinary
7	734	Yungoos	Loitering Pokemon	Normal	None	Adaptability	Stakeout	Strong Jaw	50	50	0.4	6.0	Field	None	48	70	30	30	30	45	253	Ordinary
7	735	Gumshoos	Stakeout Pokemon	Normal	None	Adaptability	Stakeout	Strong Jaw	50	50	0.7	14.2	Field	None	88	110	60	55	60	45	418	Ordinary
7	736	Grubbin	Larva Pokemon	Bug	None	Swarm	None	None	50	50	0.4	4.4	Bug	None	47	62	45	55	45	46	300	Ordinary
7	737	Charjabug	Battery Pokemon	Bug	Electric	Battery	None	None	50	50	0.5	10.5	Bug	None	57	82	95	55	75	36	400	Ordinary
7	738	Vikavolt	Stag Beetle Pokemon	Bug	Electric	Levitate	None	None	50	50	1.5	45.0	Bug	None	77	70	90	145	75	43	500	Ordinary
7	739	Crabrawler	Boxing Pokemon	Fighting	None	Hyper Cutter	Iron Fist	Anger Point	50	50	0.6	7.0	Water 3	None	47	82	57	42	47	63	338	Ordinary
7	740	Crabominable	Woolly Crab Pokemon	Fighting	Ice	Hyper Cutter	Iron Fist	Anger Point	50	50	1.7	180.0	Water 3	None	97	132	77	62	67	43	478	Ordinary
7	741	Oricorio Pom-Pom Style	Dancing Pokemon	Electric	Flying	Dancer	None	None	25	75	0.6	3.4	Flying	None	75	70	70	98	70	93	476	Ordinary
7	741	Oricorio Sensu Style	Dancing Pokemon	Ghost	Flying	Dancer	None	None	25	75	0.6	3.4	Flying	None	75	70	70	98	70	93	476	Ordinary
7	741	Oricorio Baile Style	Dancing Pokemon	Fire	Flying	Dancer	None	None	25	75	0.6	3.4	Flying	None	75	70	70	98	70	93	476	Ordinary
7	741	Oricorio Pa'u Style	Dancing Pokemon	Psychic	Flying	Dancer	None	None	25	75	0.6	3.4	Flying	None	75	70	70	98	70	93	476	Ordinary
7	742	Cutiefly	Bee Fly Pokemon	Bug	Fairy	Shield Dust	Honey Gather	Sweet Veil	50	50	0.1	0.2	Bug	Fairy	40	45	40	55	40	84	304	Ordinary
7	743	Ribombee	Bee Fly Pokemon	Bug	Fairy	Shield Dust	Honey Gather	Sweet Veil	50	50	0.2	0.5	Bug	Fairy	60	55	60	95	70	124	464	Ordinary
7	744	Rockruff	Puppy Pokemon	Rock	None	Keen Eye	Vital Spirit	Steadfast	50	50	0.5	9.2	Field	None	45	65	40	30	40	60	280	Ordinary
7	745	Lycanroc Midday Form	Wolf Pokemon	Rock	None	Keen Eye	Steadfast	Sand Rush	50	50	0.8	25.0	Field	None	75	115	65	55	65	112	487	Ordinary
7	745	Lycanroc Dusk Form	Wolf Pokemon	Rock	None	Tough Claws	None	None	50	50	0.8	25.0	Field	None	75	117	65	55	65	110	487	Ordinary
7	745	Lycanroc Midnight Form	Wolf Pokemon	Rock	None	Keen Eye	Vital Spirit	No Guard	50	50	0.8	25.0	Field	None	85	115	75	55	75	82	487	Ordinary
7	746	Wishiwashi Solo Form	Small Fry Pokemon	Water	None	Schooling	None	None	50	50	0.2	0.3	Water 2	None	45	20	20	25	25	40	175	Ordinary
7	746	Wishiwashi School Form	Small Fry Pokemon	Water	None	Schooling	None	None	50	50	0.2	0.3	Water 2	None	45	140	130	140	135	30	620	Ordinary
7	747	Mareanie	Brutal Star Pokemon	Poison	Water	Merciless	Limber	Regenerator	50	50	0.4	8.0	Water 1	None	50	53	62	43	52	45	305	Ordinary
7	748	Toxapex	Brutal Star Pokemon	Poison	Water	Merciless	Limber	Regenerator	50	50	0.7	14.5	Water 1	None	50	63	152	53	142	35	495	Ordinary
7	749	Mudbray	Donkey Pokemon	Ground	None	Own Tempo	Inner Focus	Stamina	50	50	1.0	110.0	Field	None	70	100	70	45	55	45	385	Ordinary
7	750	Mudsdale	Draft Horse Pokemon	Ground	None	Own Tempo	Inner Focus	Stamina	50	50	2.5	920.0	Field	None	100	125	100	55	85	35	500	Ordinary
7	751	Dewpider	Water Bubble Pokemon	Water	Bug	Water Absorb	Water Bubble	None	50	50	0.3	4.0	Bug	Water 1	38	40	52	40	72	27	269	Ordinary
7	752	Araquanid	Water Bubble Pokemon	Water	Bug	Water Absorb	Water Bubble	None	50	50	1.8	82.0	Bug	Water 1	68	70	92	50	132	42	454	Ordinary
7	753	Fomantis	Sickle Grass Pokemon	Grass	None	Leaf Guard	Contrary	None	50	50	0.3	1.5	Grass	None	40	55	35	50	35	35	250	Ordinary
7	754	Lurantis	Bloom Sickle Pokemon	Grass	None	Leaf Guard	Contrary	None	50	50	0.9	18.5	Grass	None	70	105	90	80	90	45	480	Ordinary
7	755	Morelull	Illuminating Pokemon	Grass	Fairy	Rain Dish	Effect Spore	Illuminate	50	50	0.2	1.5	Grass	None	40	35	55	65	75	15	285	Ordinary
7	756	Shiinotic	Illuminating Pokemon	Grass	Fairy	Rain Dish	Effect Spore	Illuminate	50	50	1.0	11.5	Grass	None	60	45	80	90	100	30	405	Ordinary
7	757	Salandit	Toxic Lizard Pokemon	Poison	Fire	Corrosion	Oblivious	None	87.5	12.5	0.6	4.8	Monster	Dragon	48	44	40	71	40	77	320	Ordinary
7	758	Salazzle	Toxic Lizard Pokemon	Poison	Fire	Corrosion	Oblivious	None	0	100	1.2	22.2	Monster	Dragon	68	64	60	111	60	117	480	Ordinary
7	759	Stufful	Flailing Pokemon	Normal	Fighting	Fluffy	Cute Charm	Klutz	50	50	0.5	6.8	Field	None	70	75	50	45	50	50	340	Ordinary
7	760	Bewear	Strong Arm Pokemon	Normal	Fighting	Fluffy	Unnerve	Klutz	50	50	2.1	135.0	Field	None	120	125	80	55	60	60	500	Ordinary
7	761	Bounsweet	Fruit Pokemon	Grass	None	Oblivious	Leaf Guard	Sweet Veil	0	100	0.3	3.2	Grass	None	42	30	38	30	38	32	210	Ordinary
7	762	Steenee	Fruit Pokemon	Grass	None	Oblivious	Leaf Guard	Sweet Veil	0	100	0.7	8.2	Grass	None	52	40	48	40	48	62	290	Ordinary
7	763	Tsareena	Fruit Pokemon	Grass	None	Leaf Guard	Queenly Majesty	Sweet Veil	0	100	1.2	21.4	Grass	None	72	120	98	50	98	72	510	Ordinary
7	764	Comfey	Posy Picker Pokemon	Fairy	None	Flower Veil	Triage	Natural Cure	25	75	0.1	0.3	Grass	None	51	52	90	82	110	100	485	Ordinary
7	765	Oranguru	Sage Pokemon	Normal	Psychic	Symbiosis	Telepathy	Inner Focus	50	50	1.5	76.0	Field	None	90	60	80	90	110	60	490	Ordinary
7	766	Passimian	Teamwork Pokemon	Fighting	None	Receiver	Defiant	None	50	50	2.0	82.8	Field	None	100	120	90	40	60	80	490	Ordinary
7	767	Wimpod	Turn Tail Pokemon	Bug	Water	Wimp Out	None	None	50	50	0.5	12.0	Bug	Water 3	25	35	40	20	30	80	230	Ordinary
7	768	Golisopod	Hard Scale Pokemon	Bug	Water	Emergency Exit	None	None	50	50	2.0	108.0	Bug	Water 3	75	125	140	60	90	40	530	Ordinary
7	769	Sandygast	Sand Heap Pokemon	Ghost	Ground	Sand Veil	Water Compaction	None	50	50	0.5	70.0	Amorphous	None	55	55	80	70	45	15	320	Ordinary
7	770	Palossand	Sand Castle Pokemon	Ghost	Ground	Sand Veil	Water Compaction	None	50	50	1.3	250.0	Amorphous	None	85	75	110	100	75	35	480	Ordinary
7	771	Pyukumuku	Sea Cucumber Pokemon	Water	None	Unaware	Innards Out	None	50	50	0.3	1.2	Water 1	None	55	60	130	30	130	5	410	Ordinary
7	772	Type: Null	Synthetic Pokemon	Normal	None	Battle Armor	None	None	0	0	1.9	120.5	Undiscovered	None	95	95	95	95	95	59	534	Legendary
7	773	Silvally	Synthetic Pokemon	Normal	None	RKS System	None	None	0	0	2.3	100.5	Undiscovered	None	95	95	95	95	95	95	570	Legendary
7	774	Minior Meteor Form	Meteor Pokemon	Rock	Flying	Shields Down	None	None	0	0	0.3	40.0	Mineral	None	60	60	100	60	100	60	440	Ordinary
7	774	Minior Core Form	Meteor Pokemon	Rock	Flying	Shields Down	None	None	0	0	0.3	40.0	Mineral	None	60	100	60	100	60	120	500	Ordinary
7	775	Komala	Drowsing Pokemon	Normal	None	Comatose	None	None	50	50	0.4	19.9	Field	None	65	115	65	75	95	65	480	Ordinary
7	776	Turtonator	Blast Turtle Pokemon	Fire	Dragon	Shell Armor	None	None	50	50	2.0	212.0	Monster	Dragon	60	78	135	91	85	36	485	Ordinary
7	777	Togedemaru	Roly-Poly Pokemon	Electric	Steel	Sturdy	Iron Barbs	Lightning Rod	50	50	0.3	3.3	Field	Fairy	65	98	63	40	73	96	435	Ordinary
7	778	Mimikyu Busted Form	Disguise Pokemon	Ghost	Fairy	Disguise	None	None	50	50	0.2	0.7	Amorphous	None	55	90	80	50	105	96	476	Ordinary
7	778	Mimikyu Disguised Form	Disguise Pokemon	Ghost	Fairy	Disguise	None	None	50	50	0.2	0.7	Amorphous	None	55	90	80	50	105	96	476	Ordinary
7	779	Bruxish	Gnash Teeth Pokemon	Water	Psychic	Wonder Skin	Dazzling	Strong Jaw	50	50	0.9	19.0	Water 2	None	68	105	70	70	70	92	475	Ordinary
7	780	Drampa	Placid Pokemon	Normal	Dragon	Cloud Nine	Sap Sipper	Berserk	50	50	3.0	185.0	Monster	Dragon	78	60	85	135	91	36	485	Ordinary
7	781	Dhelmise	Sea Creeper Pokemon	Ghost	Grass	Steelworker	None	None	0	0	3.9	210.0	Mineral	None	70	131	100	86	90	40	517	Ordinary
7	782	Jangmo-o	Scaly Pokemon	Dragon	None	Soundproof	Bulletproof	Overcoat	50	50	0.6	29.7	Dragon	None	45	55	65	45	45	45	300	Ordinary
7	783	Hakamo-o	Scaly Pokemon	Dragon	Fighting	Soundproof	Bulletproof	Overcoat	50	50	1.2	47.0	Dragon	None	55	75	90	65	70	65	420	Ordinary
7	784	Kommo-o	Scaly Pokemon	Dragon	Fighting	Soundproof	Bulletproof	Overcoat	50	50	1.6	78.2	Dragon	None	75	110	125	100	105	85	600	Legendary
7	785	Tapu Koko	Land Spirit Pokemon	Electric	Fairy	Electric Surge	Telepathy	None	0	0	1.8	20.5	Undiscovered	None	70	115	85	95	75	130	570	Legendary
7	786	Tapu Lele	Land Spirit Pokemon	Psychic	Fairy	Psychic Surge	Telepathy	None	0	0	1.2	18.6	Undiscovered	None	70	85	75	130	115	95	570	Legendary
7	787	Tapu Bulu	Land Spirit Pokemon	Grass	Fairy	Telepathy	Grassy Surge	None	0	0	1.9	45.5	Undiscovered	None	70	130	115	85	95	75	570	Legendary
7	788	Tapu Fini	Land Spirit Pokemon	Water	Fairy	Telepathy	Misty Surge	None	0	0	1.3	21.2	Undiscovered	None	70	75	115	95	130	85	570	Legendary
7	789	Cosmog	Nebula Pokemon	Psychic	None	Unaware	None	None	0	0	0.2	0.1	Undiscovered	None	43	29	31	29	31	37	200	Legendary
7	790	Cosmoem	Protostar Pokemon	Psychic	None	Sturdy	None	None	0	0	0.1	999.9	Undiscovered	None	43	29	131	29	131	37	400	Legendary
7	791	Solgaleo	Sunne Pokemon	Psychic	Steel	Full Metal Body	None	None	0	0	3.4	230.0	Undiscovered	None	137	137	107	113	89	97	680	Legendary
7	792	Lunala	Moone Pokemon	Psychic	Ghost	Shadow Shield	None	None	0	0	4.0	120.0	Undiscovered	None	137	113	89	137	107	97	680	Legendary
7	793	Nihilego	Parasite Pokemon	Rock	Poison	Beast Boost	None	None	0	0	1.2	55.5	Undiscovered	None	109	53	47	127	131	103	570	Ultra Beast
7	794	Buzzwole	Swollen Pokemon	Bug	Fighting	Beast Boost	None	None	0	0	2.4	333.6	Undiscovered	None	107	139	139	53	53	79	570	Ultra Beast
7	795	Pheromosa	Lissome Pokemon	Bug	Fighting	Beast Boost	None	None	0	0	1.8	25.0	Undiscovered	None	71	137	37	137	37	151	570	Ultra Beast
7	796	Xurkitree	Glowing Pokemon	Electric	None	Beast Boost	None	None	0	0	3.8	100.0	Undiscovered	None	83	89	71	173	71	83	570	Ultra Beast
7	797	Celesteela	Launch Pokemon	Steel	Flying	Beast Boost	None	None	0	0	9.2	999.9	Undiscovered	None	97	101	103	107	101	61	570	Ultra Beast
7	798	Kartana	Drawn Sword Pokemon	Grass	Steel	Beast Boost	None	None	0	0	0.3	0.1	Undiscovered	None	59	181	131	59	31	109	570	Ultra Beast
7	799	Guzzlord	Junkivore Pokemon	Dark	Dragon	Beast Boost	None	None	0	0	5.5	888.0	Undiscovered	None	223	101	53	97	53	43	570	Ultra Beast
7	800	Ultra Necrozma	Prism Pokemon	Psychic	Dragon	Neuroforce	None	None	0	0	2.4	230.0	Undiscovered	None	97	167	97	167	97	129	754	Legendary
7	800	Dusk Mane Necrozma	Prism Pokemon	Psychic	Steel	Prism Armor	None	None	0	0	2.4	230.0	Undiscovered	None	97	157	127	113	109	77	680	Legendary
7	800	Necrozma	Prism Pokemon	Psychic	None	Prism Armor	None	None	0	0	2.4	230.0	Undiscovered	None	97	107	101	127	89	79	600	Legendary
7	800	Dawn Wings Necrozma	Prism Pokemon	Psychic	Ghost	Prism Armor	None	None	0	0	2.4	230.0	Undiscovered	None	97	113	109	157	127	77	680	Legendary
7	801	Magearna	Artificial Pokemon	Steel	Fairy	Soul-Heart	None	None	0	0	1.0	80.5	Undiscovered	None	80	95	115	130	115	65	600	Legendary
7	802	Marshadow	Gloomdweller Pokemon	Fighting	Ghost	Technician	None	None	0	0	0.7	22.2	Undiscovered	None	90	125	80	90	90	125	600	Legendary
7	803	Poipole	Poison Pin Pokemon	Poison	None	Beast Boost	None	None	0	0	0.6	1.8	Undiscovered	None	67	73	67	73	67	73	420	Ultra Beast
7	804	Naganadel	Poison Pin Pokemon	Poison	Dragon	Beast Boost	None	None	0	0	3.6	150	Undiscovered	None	73	73	73	127	73	121	540	Ultra Beast
7	805	Stakataka	Rampart Pokemon	Rock	Steel	Beast Boost	None	None	0	0	5.5	820.0	Undiscovered	None	61	131	211	53	101	13	570	Ultra Beast
7	806	Blacephalon	Fireworks Pokemon	Fire	Ghost	Beast Boost	None	None	0	0	1.8	13.0	Undiscovered	None	53	127	53	151	79	107	570	Ultra Beast
7	807	Zeraora	Thunderclap Pokemon	Electric	None	Volt Absorb	None	None	0	0	1.5	44.5	Undiscovered	None	88	112	75	102	80	143	600	Legendary
