Generation	Pokedex#	Name	Category	Types	Abilities	MaleRatio	FemaleRatio	Height	Weight	EggGroups	HP	Attack	Defense	Sp.Attack	Sp.Defense	Speed	Movesets
6	670	Red Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.2 m	0.9 kg	[Fairy]	54	45	47	75	98	52	0
6	670	Orange Flower	Single Bloom Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	0.2 m	0.9 kg	[Fairy]	54	45	47	75	98	52	0
6	671	Blue Flower	Garden Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	1.1 m	10.0 kg	[Fairy]	78	65	68	112	154	75	0
6	671	White Flower	Garden Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	1.1 m	10.0 kg	[Fairy]	78	65	68	112	154	75	0
6	671	Yellow Flower	Garden Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	1.1 m	10.0 kg	[Fairy]	78	65	68	112	154	75	0
6	671	Red Flower	Garden Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	1.1 m	10.0 kg	[Fairy]	78	65	68	112	154	75	0
6	671	Orange Flower	Garden Pokémon	[Fairy, Unknown]	[Symbiosis, Flower Veil]	0%	100%	1.1 m	10.0 kg	[Fairy]	78	65	68	112	154	75	0
6	672	Skiddo	Mount Pokémon	[Grass, Unknown]	[Sap Sipper, Grass Pelt]	50%	50%	0.9 m	31.0 kg	[Field]	66	65	48	62	57	52	0
6	673	Gogoat	Mount Pokémon	[Grass, Unknown]	[Sap Sipper, Grass Pelt]	50%	50%	1.7 m	91.0 kg	[Field]	123	100	62	97	81	68	0
6	674	Pancham	Playful Pokémon	[Fighting, Unknown]	[Mold Breaker, Scrappy, Iron Fist]	50%	50%	0.6 m	8.0 kg	[Field, Human-Like]	67	82	62	46	48	43	0
6	675	Pangoro	Daunting Pokémon	[Fighting, Dark]	[Mold Breaker, Scrappy, Iron Fist]	50%	50%	2.1 m	136.0 kg	[Field, Human-Like]	95	124	78	69	71	58	0
6	676	Furfrou	Poodle Pokémon	[Normal, Unknown]	[Fur Coat]	50%	50%	1.2 m	28.0 kg	[Field]	75	80	60	65	90	102	0
6	677	Espurr	Restraint Pokémon	[Psychic, Unknown]	[Keen Eye, Own Tempo, Infiltrator]	50%	50%	0.3 m	3.5 kg	[Field]	62	48	54	63	60	68	0
6	678	Meowstic	Constraint Pokémon	[Psychic, Unknown]	[Keen Eye, Infiltrator]	50%	50%	0.6 m	8.5 kg	[Field]	74	48	76	83	81	104	0
6	679	Honedge	Sword Pokémon	[Steel, Ghost]	[No Guard]	50%	50%	0.8 m	2.0 kg	[Mineral]	45	80	100	35	37	28	0
6	680	Doublade	Sword Pokémon	[Steel, Ghost]	[No Guard]	50%	50%	0.8 m	4.5 kg	[Mineral]	59	110	150	45	49	35	0
6	681	Aegislash	Royal Sword Pokémon	[Steel, Ghost]	[Stance Change]	50%	50%	1.7 m	53.0 kg	[Mineral]	60	150	50	150	50	60	0
6	682	Spritzee	Perfume Pokémon	[Fairy, Unknown]	[Aroma Veil, Healer]	50%	50%	0.2 m	0.5 kg	[Fairy]	78	52	60	63	65	23	0
6	683	Aromatisse	Fragrance Pokémon	[Fairy, Unknown]	[Aroma Veil, Healer]	50%	50%	0.8 m	15.5 kg	[Fairy]	101	72	72	99	89	29	0
6	684	Swirlix	Cotton Candy Pokémon	[Fairy, Unknown]	[Unburden, Sweet Veil]	50%	50%	0.4 m	3.5 kg	[Fairy]	62	48	66	59	57	49	0
6	685	Slurpuff	Meringue Pokémon	[Fairy, Unknown]	[Unburden, Sweet Veil]	50%	50%	0.8 m	5.0 kg	[Fairy]	82	80	86	85	75	72	0
6	686	Inkay	Revolving Pokémon	[Dark, Psychic]	[Infiltrator, Contrary, Suction Cups]	50%	50%	0.4 m	3.5 kg	[Water 1, Water 2]	53	54	53	37	46	45	0
6	687	Malamar	Overturning Pokémon	[Dark, Psychic]	[Infiltrator, Contrary, Suction Cups]	50%	50%	1.5 m	47.0 kg	[Water 1, Water 2]	86	92	88	68	75	73	0
6	688	Binacle	Two-Handed Pokémon	[Rock, Water]	[Tough Claws, Pickpocket, Sniper]	50%	50%	0.5 m	31.0 kg	[Water 3]	42	52	67	39	56	50	0
6	689	Barbaracle	Collective Pokémon	[Rock, Water]	[Tough Claws, Pickpocket, Sniper]	50%	50%	1.3 m	96.0 kg	[Water 3]	72	105	115	54	86	68	0
6	690	Skrelp	Mock Kelp Pokémon	[Poison, Water]	[Adaptability, Poison Point, Poison Touch]	50%	50%	0.5 m	7.3 kg	[Water 1, Dragon]	50	60	60	60	60	30	0
6	691	Dragalge	Mock Kelp Pokémon	[Poison, Dragon]	[Adaptability, Poison Point, Poison Touch]	50%	50%	1.8 m	81.5 kg	[Water 1, Dragon]	65	75	90	97	123	44	0
6	692	Clauncher	Water Gun Pokémon	[Water, Unknown]	[Mega Launcher]	50%	50%	0.5 m	8.3 kg	[Water 3, Water 1]	50	53	62	58	63	44	0
6	693	Clawitzer	Howitzer Pokémon	[Water, Unknown]	[Mega Launcher]	50%	50%	1.3 m	35.3 kg	[Water 3, Water 1]	71	73	88	120	89	59	0
6	694	Helioptile	Generator Pokémon	[Electric, Normal]	[Sand Veil, Dry Skin, Solar Power]	50%	50%	0.5 m	6.0 kg	[Monster, Dragon]	44	38	33	61	43	70	0
6	695	Heliolisk	Generator Pokémon	[Electric, Normal]	[Sand Veil, Dry Skin, Solar Power]	50%	50%	1.0 m	21.0 kg	[Monster, Dragon]	62	55	52	109	94	109	0
6	696	Tyrunt	Royal Heir Pokémon	[Rock, Dragon]	[Sturdy, Strong Jaw]	87.5%	12.5%	0.8 m	26.0 kg	[Monster, Dragon]	58	89	77	45	45	48	0
6	697	Tyrantrum	Despot Pokémon	[Rock, Dragon]	[Rock Head, Strong Jaw]	87.5%	12.5%	2.5 m	270.0 kg	[Monster, Dragon]	82	121	119	69	59	71	0
6	698	Amaura	Tundra Pokémon	[Rock, Ice]	[Refrigerate, Snow Warning]	87.5%	12.5%	1.3 m	25.2 kg	[Monster]	77	59	50	67	63	46	0
6	699	Aurorus	Tundra Pokémon	[Rock, Ice]	[Refrigerate, Snow Warning]	87.5%	12.5%	2.7 m	225.0 kg	[Monster]	123	77	72	99	92	58	0
6	700	Sylveon	Intertwining Pokémon	[Fairy, Unknown]	[Cute Charm, Pixilate]	87.5%	12.5%	1.0 m	23.5 kg	[Field]	95	65	65	110	130	60	0
6	701	Hawlucha	Wrestling Pokémon	[Fighting, Flying]	[Mold Breaker, Limber, Unburden]	50%	50%	0.8 m	21.5 kg	[Human-Like]	78	92	75	74	63	118	0
6	702	Dedenne	Antenna Pokémon	[Electric, Fairy]	[Pickup, Cheek Pouch, Plus]	50%	50%	0.2 m	2.2 kg	[Field, Fairy]	67	58	57	81	67	101	0
6	703	Carbink	Jewel Pokémon	[Rock, Fairy]	[Clear Body, Sturdy]	0%	0%	0.3 m	5.7 kg	[Mineral, Fairy]	50	50	150	50	150	50	0
6	704	Goomy	Soft Tissue Pokémon	[Dragon, Unknown]	[Hydration, Sap Sipper, Gooey]	50%	50%	0.3 m	2.8 kg	[Dragon]	45	50	35	55	75	40	0
6	705	Sliggoo	Soft Tissue Pokémon	[Dragon, Unknown]	[Hydration, Sap Sipper, Gooey]	50%	50%	0.8 m	17.5 kg	[Dragon]	68	75	53	83	113	60	0
6	706	Goodra	Dragon Pokémon	[Dragon, Unknown]	[Hydration, Sap Sipper, Gooey]	50%	50%	2.0 m	150.5 kg	[Dragon]	90	100	70	110	150	80	0
6	707	Klefki	Key Ring Pokémon	[Steel, Fairy]	[Magician, Prankster]	50%	50%	0.2 m	3.0 kg	[Mineral]	57	80	91	80	87	75	0
6	708	Phantump	Stump Pokémon	[Ghost, Grass]	[Frisk, Natural Cure, Harvest]	50%	50%	0.4 m	7.0 kg	[Amorphous, Grass]	43	70	48	50	60	38	0
6	709	Trevenant	Elder Tree Pokémon	[Ghost, Grass]	[Frisk, Natural Cure, Harvest]	50%	50%	1.5 m	71.0 kg	[Amorphous, Grass]	85	110	76	65	82	56	0
6	710	Pumpkaboo	Pumpkin Pokémon	[Ghost, Grass]	[Pickup, Insomnia, Frisk]	50%	50%	0.3 m	3.5 kg	[Amorphous]	59	66	70	44	55	41	0
6	711	Gourgeist	Pumpkin Pokémon	[Ghost, Grass]	[Pickup, Insomnia, Frisk]	50%	50%	0.7 m	9.5 kg	[Amorphous]	85	100	122	58	75	54	0
6	712	Bergmite	Ice Chunk Pokémon	[Ice, Unknown]	[Own Tempo, Sturdy, Ice Body]	50%	50%	1.0 m	99.5 kg	[Monster]	55	69	85	32	35	28	0
6	713	Avalugg	Iceberg Pokémon	[Ice, Unknown]	[Own Tempo, Sturdy, Ice Body]	50%	50%	2.0 m	505.0 kg	[Monster]	95	117	184	44	46	28	0
6	714	Noibat	Sound Wave Pokémon	[Flying, Dragon]	[Infiltrator, Telepathy, Frisk]	50%	50%	0.5 m	8.0 kg	[Flying]	40	30	35	45	40	55	0
6	715	Noivern	Sound Wave Pokémon	[Flying, Dragon]	[Infiltrator, Telepathy, Frisk]	50%	50%	1.5 m	85.0 kg	[Flying]	85	70	80	97	80	123	0
6	716	Neutral Mode Xerneas	Life Pokémon	[Fairy, Unknown]	[Fairy Aura]	0%	0%	3.0 m	215.0 kg	[Undiscovered]	126	131	95	131	98	99	0
6	716	Active Mode Xerneas	Life Pokémon	[Fairy, Unknown]	[Fairy Aura]	0%	0%	3.0 m	215.0 kg	[Undiscovered]	126	131	95	131	98	99	0
6	717	Yveltal	Destruction Pokémon	[Dark, Flying]	[Dark Aura]	0%	0%	5.8 m	203.0 kg	[Undiscovered]	126	131	95	131	98	99	0
6	718	Zygarde 50% Forme	Order Pokémon	[Dragon, Ground]	[Power Construct, Aura Break]	0%	0%	5.0 m	305.0 kg	[Undiscovered]	216	100	121	91	95	85	0
6	718	Zygarde 10% Forme	Order Pokémon	[Dragon, Ground]	[Power Construct, Aura Break]	0%	0%	5.0 m	305.0 kg	[Undiscovered]	216	100	121	91	95	85	0
6	718	Zygarde Complete Forme	Order Pokémon	[Dragon, Ground]	[Power Construct]	0%	0%	5.0 m	305.0 kg	[Undiscovered]	216	100	121	91	95	85	0
6	719	Diancie	Jewel Pokémon	[Rock, Fairy]	[Clear Body]	0%	0%	0.7 m	8.8 kg	[Undiscovered]	50	100	150	100	150	50	0
6	719	Mega Diancie	Jewel Pokémon	[Rock, Fairy]	[Magic Bounce]	0%	0%	0.7 m	8.8 kg	[Undiscovered]	50	160	110	160	110	110	0
6	720	Hoopa Unbound	Mischief Pokémon Djinn Pokémon	[Psychic, Dark]	[Magician]	0%	0%	0.5 m	9.0 kg	[Undiscovered]	80	160	60	170	130	80	0
6	720	Hoopa Confined	Mischief Pokémon Djinn Pokémon	[Psychic, Ghost]	[Magician]	0%	0%	0.5 m	9.0 kg	[Undiscovered]	80	110	60	150	130	70	0
6	721	Volcanion	Steam Pokémon	[Fire, Water]	[Water Absorb]	0%	0%	1.7 m	195.0 kg	[Undiscovered]	80	110	120	130	90	70	0
7	722	Rowlet	Grass Quill Pokémon	[Grass, Flying]	[Long Reach, Overgrow]	87.5%	12.5%	0.3 m	1.5 kg	[Flying]	68	55	55	50	50	42	0
7	723	Dartrix	Blade Quill Pokémon	[Grass, Flying]	[Long Reach, Overgrow]	87.5%	12.5%	0.7 m	16.0 kg	[Flying]	78	75	75	70	70	52	0
7	724	Decidueye	Arrow Quill Pokémon	[Grass, Ghost]	[Long Reach, Overgrow]	87.5%	12.5%	1.6 m	36.6 kg	[Flying]	78	107	75	100	100	70	0
7	725	Litten	Fire Cat Pokémon	[Fire, Unknown]	[Intimidate, Blaze]	87.5%	12.5%	0.4 m	4.3 kg	[Field]	45	65	40	60	40	70	0
7	726	Torracat	Fire Cat Pokémon	[Fire, Unknown]	[Intimidate, Blaze]	87.5%	12.5%	0.7 m	25.0 kg	[Field]	65	85	50	80	50	90	0
7	727	Incineroar	Heel Pokémon	[Fire, Dark]	[Intimidate, Blaze]	87.5%	12.5%	1.8 m	83.0 kg	[Field]	95	115	90	80	90	60	0
7	728	Popplio	Sea Lion Pokémon	[Water, Unknown]	[Torrent, Liquid Voice]	87.5%	12.5%	0.4 m	7.5 kg	[Field, Water 1]	50	54	54	66	56	40	0
7	729	Brionne	Pop Star Pokémon	[Water, Unknown]	[Torrent, Liquid Voice]	87.5%	12.5%	0.6 m	17.5 kg	[Field, Water 1]	60	69	69	91	81	50	0
7	730	Primarina	Soloist Pokémon	[Water, Fairy]	[Torrent, Liquid Voice]	87.5%	12.5%	1.8 m	44.0 kg	[Field, Water 1]	80	74	74	126	116	60	0
7	731	Pikipek	Woodpecker Pokémon	[Normal, Flying]	[Keen Eye, Skill Link, Pickup]	50%	50%	0.3 m	1.2 kg	[Flying]	35	75	30	30	30	65	0
7	732	Trumbeak	Bugle Beak Pokémon	[Normal, Flying]	[Keen Eye, Skill Link, Pickup]	50%	50%	0.6 m	14.8 kg	[Flying]	55	85	50	40	50	75	0
7	733	Toucannon	Cannon Pokémon	[Normal, Flying]	[Keen Eye, Skill Link, Sheer Force]	50%	50%	1.1 m	26.0 kg	[Flying]	80	120	75	75	75	60	0
7	734	Yungoos	Loitering Pokémon	[Normal, Unknown]	[Adaptability, Stakeout, Strong Jaw]	50%	50%	0.4 m	6.0 kg	[Field]	48	70	30	30	30	45	0
7	735	Gumshoos	Stakeout Pokémon	[Normal, Unknown]	[Adaptability, Stakeout, Strong Jaw]	50%	50%	0.7 m	14.2 kg	[Field]	88	110	60	55	60	45	0
7	736	Grubbin	Larva Pokémon	[Bug, Unknown]	[Swarm]	50%	50%	0.4 m	4.4 kg	[Bug]	47	62	45	55	45	46	0
7	737	Charjabug	Battery Pokémon	[Bug, Electric]	[Battery]	50%	50%	0.5 m	10.5 kg	[Bug]	57	82	95	55	75	36	0
7	738	Vikavolt	Stag Beetle Pokémon	[Bug, Electric]	[Levitate]	50%	50%	1.5 m	45.0 kg	[Bug]	77	70	90	145	75	43	0
7	739	Crabrawler	Boxing Pokémon	[Fighting, Unknown]	[Hyper Cutter, Iron Fist, Anger Point]	50%	50%	0.6 m	7.0 kg	[Water 3]	47	82	57	42	47	63	0
7	740	Crabominable	Woolly Crab Pokémon	[Fighting, Ice]	[Hyper Cutter, Iron Fist, Anger Point]	50%	50%	1.7 m	180.0 kg	[Water 3]	97	132	77	62	67	43	0
7	741	Pom-Pom Style	Dancing Pokémon	[Electric, Flying]	[Dancer]	25%	75%	0.6 m	3.4 kg	[Flying]	75	70	70	98	70	93	0
7	741	Sensu Style	Dancing Pokémon	[Ghost, Flying]	[Dancer]	25%	75%	0.6 m	3.4 kg	[Flying]	75	70	70	98	70	93	0
7	741	Baile Style	Dancing Pokémon	[Fire, Flying]	[Dancer]	25%	75%	0.6 m	3.4 kg	[Flying]	75	70	70	98	70	93	0
7	741	Pa'u Style	Dancing Pokémon	[Psychic, Flying]	[Dancer]	25%	75%	0.6 m	3.4 kg	[Flying]	75	70	70	98	70	93	0
7	742	Cutiefly	Bee Fly Pokémon	[Bug, Fairy]	[Shield Dust, Honey Gather, Sweet Veil]	50%	50%	0.1 m	0.2 kg	[Bug, Fairy]	40	45	40	55	40	84	0
7	743	Ribombee	Bee Fly Pokémon	[Bug, Fairy]	[Shield Dust, Honey Gather, Sweet Veil]	50%	50%	0.2 m	0.5 kg	[Bug, Fairy]	60	55	60	95	70	124	0
7	744	Rockruff	Puppy Pokémon	[Rock, Unknown]	[Keen Eye, Vital Spirit, Steadfast]	50%	50%	0.5 m	9.2 kg	[Field]	45	65	40	30	40	60	0
7	745	Midday Form	Wolf Pokémon	[Rock, Unknown]	[Keen Eye, Steadfast, Sand Rush]	50%	50%	0.8 m	25.0 kg	[Field]	75	115	65	55	65	112	0
7	745	Dusk Form	Wolf Pokémon	[Rock, Unknown]	[Tough Claws]	50%	50%	0.8 m	25.0 kg	[Field]	75	117	65	55	65	110	0
7	745	Midnight Form	Wolf Pokémon	[Rock, Unknown]	[Keen Eye, Vital Spirit, No Guard]	50%	50%	0.8 m	25.0 kg	[Field]	85	115	75	55	75	82	0
7	746	Solo Form	Small Fry Pokémon	[Water, Unknown]	[Schooling]	50%	50%	0.2 m	0.3 kg	[Water 2]	45	20	20	25	25	40	0
7	746	School Form	Small Fry Pokémon	[Water, Unknown]	[Schooling]	50%	50%	0.2 m	0.3 kg	[Water 2]	45	140	130	140	135	30	0
7	747	Mareanie	Brutal Star Pokémon	[Poison, Water]	[Merciless, Limber, Regenerator]	50%	50%	0.4 m	8.0 kg	[Water 1]	50	53	62	43	52	45	0
7	748	Toxapex	Brutal Star Pokémon	[Poison, Water]	[Merciless, Limber, Regenerator]	50%	50%	0.7 m	14.5 kg	[Water 1]	50	63	152	53	142	35	0
7	749	Mudbray	Donkey Pokémon	[Ground, Unknown]	[Own Tempo, Inner Focus, Stamina]	50%	50%	1.0 m	110.0 kg	[Field]	70	100	70	45	55	45	0
7	750	Mudsdale	Draft Horse Pokémon	[Ground, Unknown]	[Own Tempo, Inner Focus, Stamina]	50%	50%	2.5 m	920.0 kg	[Field]	100	125	100	55	85	35	0
7	751	Dewpider	Water Bubble Pokémon	[Water, Bug]	[Water Absorb, Water Bubble]	50%	50%	0.3 m	4.0 kg	[Bug, Water 1]	38	40	52	40	72	27	0
7	752	Araquanid	Water Bubble Pokémon	[Water, Bug]	[Water Absorb, Water Bubble]	50%	50%	1.8 m	82.0 kg	[Bug, Water 1]	68	70	92	50	132	42	0
7	753	Fomantis	Sickle Grass Pokémon	[Grass, Unknown]	[Leaf Guard, Contrary]	50%	50%	0.3 m	1.5 kg	[Grass]	40	55	35	50	35	35	0
7	754	Lurantis	Bloom Sickle Pokémon	[Grass, Unknown]	[Leaf Guard, Contrary]	50%	50%	0.9 m	18.5 kg	[Grass]	70	105	90	80	90	45	0
7	755	Morelull	Illuminating Pokémon	[Grass, Fairy]	[Rain Dish, Effect Spore, Illuminate]	50%	50%	0.2 m	1.5 kg	[Grass]	40	35	55	65	75	15	0
7	756	Shiinotic	Illuminating Pokémon	[Grass, Fairy]	[Rain Dish, Effect Spore, Illuminate]	50%	50%	1.0 m	11.5 kg	[Grass]	60	45	80	90	100	30	0
7	757	Salandit	Toxic Lizard Pokémon	[Poison, Fire]	[Corrosion, Oblivious]	87.5%	12.5%	0.6 m	4.8 kg	[Monster, Dragon]	48	44	40	71	40	77	0
7	758	Salazzle	Toxic Lizard Pokémon	[Poison, Fire]	[Corrosion, Oblivious]	0%	100%	1.2 m	22.2 kg	[Monster, Dragon]	68	64	60	111	60	117	0
7	759	Stufful	Flailing Pokémon	[Normal, Fighting]	[Fluffy, Cute Charm, Klutz]	50%	50%	0.5 m	6.8 kg	[Field]	70	75	50	45	50	50	0
7	760	Bewear	Strong Arm Pokémon	[Normal, Fighting]	[Fluffy, Unnerve, Klutz]	50%	50%	2.1 m	135.0 kg	[Field]	120	125	80	55	60	60	0
7	761	Bounsweet	Fruit Pokémon	[Grass, Unknown]	[Oblivious, Leaf Guard, Sweet Veil]	0%	100%	0.3 m	3.2 kg	[Grass]	42	30	38	30	38	32	0
7	762	Steenee	Fruit Pokémon	[Grass, Unknown]	[Oblivious, Leaf Guard, Sweet Veil]	0%	100%	0.7 m	8.2 kg	[Grass]	52	40	48	40	48	62	0
7	763	Tsareena	Fruit Pokémon	[Grass, Unknown]	[Leaf Guard, Queenly Majesty, Sweet Veil]	0%	100%	1.2 m	21.4 kg	[Grass]	72	120	98	50	98	72	0
7	764	Comfey	Posy Picker Pokémon	[Fairy, Unknown]	[Flower Veil, Triage, Natural Cure]	25%	75%	0.1 m	0.3 kg	[Grass]	51	52	90	82	110	100	0
7	765	Oranguru	Sage Pokémon	[Normal, Psychic]	[Symbiosis, Telepathy, Inner Focus]	50%	50%	1.5 m	76.0 kg	[Field]	90	60	80	90	110	60	0
7	766	Passimian	Teamwork Pokémon	[Fighting, Unknown]	[Receiver, Defiant]	50%	50%	2.0 m	82.8 kg	[Field]	100	120	90	40	60	80	0
7	767	Wimpod	Turn Tail Pokémon	[Bug, Water]	[Wimp Out]	50%	50%	0.5 m	12.0 kg	[Bug, Water 3]	25	35	40	20	30	80	0
7	768	Golisopod	Hard Scale Pokémon	[Bug, Water]	[Emergency Exit]	50%	50%	2.0 m	108.0 kg	[Bug, Water 3]	75	125	140	60	90	40	0
7	769	Sandygast	Sand Heap Pokémon	[Ghost, Ground]	[Sand Veil, Water Compaction]	50%	50%	0.5 m	70.0 kg	[Amorphous]	55	55	80	70	45	15	0
7	770	Palossand	Sand Castle Pokémon	[Ghost, Ground]	[Sand Veil, Water Compaction]	50%	50%	1.3 m	250.0 kg	[Amorphous]	85	75	110	100	75	35	0
7	771	Pyukumuku	Sea Cucumber Pokémon	[Water, Unknown]	[Unaware, Innards Out]	50%	50%	0.3 m	1.2 kg	[Water 1]	55	60	130	30	130	5	0
7	772	Type: Null	Synthetic Pokémon	[Normal, Unknown]	[Battle Armor]	0%	0%	1.9 m	120.5 kg	[Undiscovered]	95	95	95	95	95	59	0
7	773	Silvally	Synthetic Pokémon	[Normal, Unknown]	[RKS System]	0%	0%	2.3 m	100.5 kg	[Undiscovered]	95	95	95	95	95	95	0
7	774	Meteor Form	Meteor Pokémon	[Rock, Flying]	[Shields Down]	0%	0%	0.3 m	40.0 kg	[Mineral]	60	60	100	60	100	60	0
7	774	Core	Meteor Pokémon	[Rock, Flying]	[Shields Down]	0%	0%	0.3 m	40.0 kg	[Mineral]	60	100	60	100	60	120	0
7	775	Komala	Drowsing Pokémon	[Normal, Unknown]	[Comatose]	50%	50%	0.4 m	19.9 kg	[Field]	65	115	65	75	95	65	0
7	776	Turtonator	Blast Turtle Pokémon	[Fire, Dragon]	[Shell Armor]	50%	50%	2.0 m	212.0 kg	[Monster, Dragon]	60	78	135	91	85	36	0
7	777	Togedemaru	Roly-Poly Pokémon	[Electric, Steel]	[Sturdy, Iron Barbs, Lightning Rod]	50%	50%	0.3 m	3.3 kg	[Field, Fairy]	65	98	63	40	73	96	0
7	778	Busted Form	Disguise Pokémon	[Ghost, Fairy]	[Disguise]	50%	50%	0.2 m	0.7 kg	[Amorphous]	55	90	80	50	105	96	0
7	778	Disguised Form	Disguise Pokémon	[Ghost, Fairy]	[Disguise]	50%	50%	0.2 m	0.7 kg	[Amorphous]	55	90	80	50	105	96	0
7	779	Bruxish	Gnash Teeth Pokémon	[Water, Psychic]	[Wonder Skin, Dazzling, Strong Jaw]	50%	50%	0.9 m	19.0 kg	[Water 2]	68	105	70	70	70	92	0
7	780	Drampa	Placid Pokémon	[Normal, Dragon]	[Cloud Nine, Sap Sipper, Berserk]	50%	50%	3.0 m	185.0 kg	[Monster, Dragon]	78	60	85	135	91	36	0
7	781	Dhelmise	Sea Creeper Pokémon	[Ghost, Grass]	[Steelworker]	0%	0%	3.9 m	210.0 kg	[Mineral]	70	131	100	86	90	40	0
7	782	Jangmo-o	Scaly Pokémon	[Dragon, Unknown]	[Soundproof, Bulletproof, Overcoat]	50%	50%	0.6 m	29.7 kg	[Dragon]	45	55	65	45	45	45	0
7	783	Hakamo-o	Scaly Pokémon	[Dragon, Fighting]	[Soundproof, Bulletproof, Overcoat]	50%	50%	1.2 m	47.0 kg	[Dragon]	55	75	90	65	70	65	0
7	784	Kommo-o	Scaly Pokémon	[Dragon, Fighting]	[Soundproof, Bulletproof, Overcoat]	50%	50%	1.6 m	78.2 kg	[Dragon]	75	110	125	100	105	85	0
7	785	Tapu Koko	Land Spirit Pokémon	[Electric, Fairy]	[Electric Surge, Telepathy]	0%	0%	1.8 m	20.5 kg	[Undiscovered]	70	115	85	95	75	130	0
7	786	Tapu Lele	Land Spirit Pokémon	[Psychic, Fairy]	[Psychic Surge, Telepathy]	0%	0%	1.2 m	18.6 kg	[Undiscovered]	70	85	75	130	115	95	0
7	787	Tapu Bulu	Land Spirit Pokémon	[Grass, Fairy]	[Telepathy, Grassy Surge]	0%	0%	1.9 m	45.5 kg	[Undiscovered]	70	130	115	85	95	75	0
7	788	Tapu Fini	Land Spirit Pokémon	[Water, Fairy]	[Telepathy, Misty Surge]	0%	0%	1.3 m	21.2 kg	[Undiscovered]	70	75	115	95	130	85	0
7	789	Cosmog	Nebula Pokémon	[Psychic, Unknown]	[Unaware]	0%	0%	0.2 m	0.1 kg	[Undiscovered]	43	29	31	29	31	37	0
7	790	Cosmoem	Protostar Pokémon	[Psychic, Unknown]	[Sturdy]	0%	0%	0.1 m	999.9 kg	[Undiscovered]	43	29	131	29	131	37	0
7	791	Solgaleo	Sunne Pokémon	[Psychic, Steel]	[Full Metal Body]	0%	0%	3.4 m	230.0 kg	[Undiscovered]	137	137	107	113	89	97	0
7	792	Lunala	Moone Pokémon	[Psychic, Ghost]	[Shadow Shield]	0%	0%	4.0 m	120.0 kg	[Undiscovered]	137	113	89	137	107	97	0
7	793	Nihilego	Parasite Pokémon	[Rock, Poison]	[Beast Boost]	0%	0%	1.2 m	55.5 kg	[Undiscovered]	109	53	47	127	131	103	0
7	794	Buzzwole	Swollen Pokémon	[Bug, Fighting]	[Beast Boost]	0%	0%	2.4 m	333.6 kg	[Undiscovered]	107	139	139	53	53	79	0
7	795	Pheromosa	Lissome Pokémon	[Bug, Fighting]	[Beast Boost]	0%	0%	1.8 m	25.0 kg	[Undiscovered]	71	137	37	137	37	151	0
7	796	Xurkitree	Glowing Pokémon	[Electric, Unknown]	[Beast Boost]	0%	0%	3.8 m	100.0 kg	[Undiscovered]	83	89	71	173	71	83	0
7	797	Celesteela	Launch Pokémon	[Steel, Flying]	[Beast Boost]	0%	0%	9.2 m	999.9 kg	[Undiscovered]	97	101	103	107	101	61	0
7	798	Kartana	Drawn Sword Pokémon	[Grass, Steel]	[Beast Boost]	0%	0%	0.3 m	0.1 kg	[Undiscovered]	59	181	131	59	31	109	0
7	799	Guzzlord	Junkivore Pokémon	[Dark, Dragon]	[Beast Boost]	0%	0%	5.5 m	888.0 kg	[Undiscovered]	223	101	53	97	53	43	0
7	800	Ultra Necrozma	Prism Pokémon	[Psychic, Dragon]	[Neuroforce]	0%	0%	2.4 m	230.0 kg	[Undiscovered]	97	167	97	167	97	129	0
7	800	Dusk Mane Necrozma	Prism Pokémon	[Psychic, Steel]	[Prism Armor]	0%	0%	2.4 m	230.0 kg	[Undiscovered]	97	157	127	113	109	77	0
7	800	Necrozma	Prism Pokémon	[Psychic, Unknown]	[Prism Armor]	0%	0%	2.4 m	230.0 kg	[Undiscovered]	97	107	101	127	89	79	0
7	800	Dawn Wings Necrozma	Prism Pokémon	[Psychic, Ghost]	[Prism Armor]	0%	0%	2.4 m	230.0 kg	[Undiscovered]	97	113	109	157	127	77	0
7	801	Magearna	Artificial Pokémon	[Steel, Fairy]	[Soul-Heart]	0%	0%	1.0 m	80.5 kg	[Undiscovered]	80	95	115	130	115	65	0
7	802	Marshadow	Gloomdweller Pokémon	[Fighting, Ghost]	[Technician]	0%	0%	0.7 m	22.2 kg	[Undiscovered]	90	125	80	90	90	125	0
7	803	Poipole	Poison Pin Pokémon	[Poison, Unknown]	[Beast Boost]	0%	0%	0.6 m	1.8 kg	[Undiscovered]	67	73	67	73	67	73	0
7	804	Naganadel	Poison Pin Pokémon	[Poison, Dragon]	[Beast Boost]	0%	0%	3.6 m	150 kg	[Undiscovered]	73	73	73	127	73	121	0
7	805	Stakataka	Rampart Pokémon	[Rock, Steel]	[Beast Boost]	0%	0%	5.5 m	820.0 kg	[Undiscovered]	61	131	211	53	101	13	0
